Device ID,EDOP3_C10R8,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
-0.7778,5.02616E-07,2.5E-14,0.1
-0.6667,5.28468E-07,1.3E-14,0.1
-0.5556,5.55353E-07,6.5E-14,0.1
-0.4444,5.83293E-07,3.3E-14,0.1
-0.3333,0.000000612,2.5E-14,0.1
-0.2222,6.41572E-07,4.5E-14,0.1
-0.1111,6.71761E-07,1.35E-13,0.1
0,7.02384E-07,9.6E-14,0.1
0.1111,7.34702E-07,8.4E-14,0.1
0.2222,7.67486E-07,4.1E-14,0.1
0.3333,8.01228E-07,3E-14,0.1
0.4444,8.36145E-07,1.9E-14,0.1
0.5556,8.71558E-07,-4E-15,0.1
0.6667,9.07939E-07,7E-15,0.1
0.7778,0.000000945,5.2E-14,0.1
0.8889,0.000000983,6.7E-14,0.1
1,1.021668E-06,-5.2E-14,0.1
1.1111,1.060708E-06,-4.5E-14,0.1
1.2222,1.100929E-06,5E-15,0.1
1.3333,1.14113E-06,4E-15,0.1
1.4444,1.18246E-06,2.4E-14,0.1
1.5556,0.000001225,3.6E-14,0.1
1.6667,1.26774E-06,-1.4E-14,0.1
1.7778,1.3107E-06,4.5E-14,0.1
1.8889,1.35469E-06,2.5E-14,0.1
2,1.39915E-06,8.1E-14,0.1
2.111,1.44338E-06,6E-14,0.1
2.222,1.48813E-06,2.2E-14,0.1
2.333,1.53437E-06,4E-14,0.1
2.444,1.5808E-06,3E-14,0.1
2.556,1.62754E-06,4.7E-14,0.1
2.667,1.67489E-06,6.2E-14,0.1
2.778,1.72353E-06,3.7E-14,0.1
2.889,1.77248E-06,4.1E-14,0.1
3,1.82165E-06,3.5E-14,0.1
3.111,1.87185E-06,4.9E-14,0.1
3.222,1.92092E-06,2.4E-14,0.1
3.333,1.97051E-06,5.4E-14,0.1
3.444,2.02208E-06,5.5E-14,0.1
3.556,0.000002072,4.8E-14,0.1
3.667,2.12207E-06,3.9E-14,0.1
3.778,2.17358E-06,5.5E-14,0.1
3.889,2.22484E-06,6.8E-14,0.1
4,2.2816E-06,7.7E-14,0.1
4.111,2.3326E-06,7.3E-14,0.1
4.222,2.38327E-06,4.7E-14,0.1
4.333,2.43654E-06,3.6E-14,0.1
4.444,2.48912E-06,6.3E-14,0.1
4.556,2.54535E-06,4.7E-14,0.1
4.667,2.6011E-06,6.6E-14,0.1
4.778,2.65715E-06,4.5E-14,0.1
4.889,2.71325E-06,4.9E-14,0.1
5,0.000002765,5.4E-14,0.1
5.111,2.82205E-06,5.6E-14,0.1
5.222,2.87367E-06,5.8E-14,0.1
5.333,2.92657E-06,6.9E-14,0.1
5.444,2.97887E-06,5E-14,0.1
5.556,3.03527E-06,4.6E-14,0.1
5.667,3.08844E-06,5E-14,0.1
5.778,3.13884E-06,7.5E-14,0.1
5.889,3.19294E-06,6.3E-14,0.1
6,3.24839E-06,6E-14,0.1
6.111,3.30267E-06,6.7E-14,0.1
6.222,3.36357E-06,6.1E-14,0.1
6.333,3.41521E-06,8.1E-14,0.1
6.444,3.46752E-06,7.1E-14,0.1
6.556,3.52337E-06,8.4E-14,0.1
6.667,3.57284E-06,8.1E-14,0.1
6.778,3.63106E-06,7.9E-14,0.1
6.889,3.68043E-06,9.1E-14,0.1
7,3.73753E-06,1E-13,0.1
7.111,3.80019E-06,9.3E-14,0.1
7.222,3.85251E-06,8.8E-14,0.1
7.333,3.90226E-06,1.02E-13,0.1
7.444,3.95643E-06,1E-13,0.1
7.556,4.00733E-06,1.01E-13,0.1
7.667,4.05779E-06,1.15E-13,0.1
7.778,4.10936E-06,8.8E-14,0.1
7.889,0.000004159,1.12E-13,0.1
8,4.21234E-06,1.18E-13,0.1
8.111,4.25869E-06,1.24E-13,0.1
8.222,4.30834E-06,1.14E-13,0.1
8.333,4.35638E-06,1.13E-13,0.1
8.444,4.40141E-06,9.5E-14,0.1
8.556,4.45407E-06,1.17E-13,0.1
8.667,4.50321E-06,1.22E-13,0.1
8.778,4.56868E-06,1.05E-13,0.1
8.889,4.62386E-06,1.33E-13,0.1
9,4.6644E-06,9.8E-14,0.1
9.111,4.71772E-06,1.23E-13,0.1
9.222,4.76677E-06,1.41E-13,0.1
9.333,4.81251E-06,1.4E-13,0.1
9.444,0.000004858,1.2E-13,0.1
9.556,4.91156E-06,1.79E-13,0.1
9.667,4.94042E-06,1.38E-13,0.1
9.778,4.98026E-06,1.6E-13,0.1
9.889,5.02944E-06,1.75E-13,0.1
10,5.05537E-06,1.77E-13,0.1
10,5.02593E-06,1.31E-13,0.1
9.889,4.94163E-06,7.1E-14,0.1
9.778,4.87022E-06,8E-15,0.1
9.667,4.80242E-06,-1E-15,0.1
9.556,0.00000473,-3.7E-14,0.1
9.444,4.66041E-06,-4E-14,0.1
9.333,4.59726E-06,-6.2E-14,0.1
9.222,4.53184E-06,-3.6E-14,0.1
9.111,4.46467E-06,-5.2E-14,0.1
9,4.40732E-06,-8E-14,0.1
8.889,4.34412E-06,-7E-14,0.1
8.778,4.27968E-06,-9.5E-14,0.1
8.667,4.20355E-06,-6.6E-14,0.1
8.556,4.14149E-06,-8.6E-14,0.1
8.444,4.08021E-06,-7.6E-14,0.1
8.333,4.01331E-06,-8.1E-14,0.1
8.222,3.95091E-06,-8.3E-14,0.1
8.111,3.8891E-06,-7.9E-14,0.1
8,0.000003827,-1.05E-13,0.1
7.889,3.76644E-06,-1E-13,0.1
7.778,3.70411E-06,-1.03E-13,0.1
7.667,3.63891E-06,-8.7E-14,0.1
7.556,3.58209E-06,-1.01E-13,0.1
7.444,3.52049E-06,-1.06E-13,0.1
7.333,0.00000346,-1.13E-13,0.1
7.222,3.39724E-06,-1.13E-13,0.1
7.111,3.33658E-06,-1.21E-13,0.1
7,3.27642E-06,-1.08E-13,0.1
6.889,3.21851E-06,-1.25E-13,0.1
6.778,3.15361E-06,-1.23E-13,0.1
6.667,3.09608E-06,-1.04E-13,0.1
6.556,3.03764E-06,-9.7E-14,0.1
6.444,0.000002976,-1.11E-13,0.1
6.333,2.91787E-06,-7.7E-14,0.1
6.222,2.86059E-06,-1.03E-13,0.1
6.111,2.79967E-06,-1.09E-13,0.1
6,0.000002747,-1.19E-13,0.1
5.889,2.68579E-06,-1.16E-13,0.1
5.778,2.62954E-06,-1.05E-13,0.1
5.667,2.57138E-06,-1E-13,0.1
5.556,2.51629E-06,-1.23E-13,0.1
5.444,2.46071E-06,-9.2E-14,0.1
5.333,0.000002405,-1.32E-13,0.1
5.222,2.35057E-06,-1.1E-13,0.1
5.111,2.29574E-06,-9.9E-14,0.1
5,2.24131E-06,-1.11E-13,0.1
4.889,2.18736E-06,-9.9E-14,0.1
4.778,2.13293E-06,-1E-13,0.1
4.667,2.08012E-06,-1.46E-13,0.1
4.556,2.02734E-06,-6.8E-14,0.1
4.444,1.9747E-06,-1.42E-13,0.1
4.333,1.9231E-06,-3.01E-13,0.1
4.222,1.8726E-06,-2.66E-13,0.1
4.111,0.000001822,-7E-14,0.1
4,1.76738E-06,2E-14,0.1
3.889,1.71844E-06,-6E-15,0.1
3.778,1.67036E-06,-1.3E-13,0.1
3.667,1.62335E-06,-1.51E-13,0.1
3.556,0.000001576,-1.42E-13,0.1
3.444,1.52864E-06,-1.37E-13,0.1
3.333,1.48276E-06,-1.36E-13,0.1
3.222,0.000001438,-1.18E-13,0.1
3.111,1.39275E-06,-1.13E-13,0.1
3,1.3492E-06,-1.42E-13,0.1
2.889,1.3043E-06,-1.13E-13,0.1
2.778,1.2617E-06,-1.28E-13,0.1
2.667,0.00000122,-1.1E-13,0.1
2.556,1.17846E-06,-1.23E-13,0.1
2.444,1.13756E-06,-1.22E-13,0.1
2.333,1.09777E-06,-1.35E-13,0.1
2.222,0.000001059,-1.45E-13,0.1
2.111,1.02088E-06,-9.4E-14,0.1
2,9.8394E-07,-1.12E-13,0.1
1.8889,9.46541E-07,-1.07E-13,0.1
1.7778,9.10691E-07,-1.21E-13,0.1
1.6667,8.75426E-07,-1.27E-13,0.1
1.5556,8.40748E-07,-1.24E-13,0.1
1.4444,8.06707E-07,-1.23E-13,0.1
1.3333,7.73772E-07,-1.23E-13,0.1
1.2222,7.41482E-07,-1.31E-13,0.1
1.1111,7.10148E-07,-1.12E-13,0.1
1,6.79584E-07,-1.24E-13,0.1
0.8889,6.49941E-07,-1.1E-13,0.1
0.7778,6.21372E-07,-1.38E-13,0.1
0.6667,5.93313E-07,-1.06E-13,0.1
0.5556,5.66305E-07,-1.22E-13,0.1
0.4444,5.39526E-07,-1.14E-13,0.1
0.3333,0.000000514,-1.24E-13,0.1
0.2222,4.89125E-07,-1.17E-13,0.1
0.1111,4.65182E-07,-9.7E-14,0.1
0,4.4214E-07,-1.24E-13,0.1
-0.1111,0.00000042,-1.5E-13,0.1
-0.2222,3.98486E-07,-1.14E-13,0.1
-0.3333,3.77758E-07,-1.31E-13,0.1
-0.4444,3.57832E-07,-1.27E-13,0.1
-0.5556,3.38602E-07,-1.16E-13,0.1
-0.6667,3.2015E-07,-1.01E-13,0.1
-0.7778,3.02511E-07,-1.01E-13,0.1
-0.8889,2.85505E-07,-1.33E-13,0.1
-1,2.69382E-07,-1.32E-13,0.1
-1.1111,2.53882E-07,-1.37E-13,0.1
-1.2222,0.000000239,-6.4E-14,0.1
-1.3333,2.24689E-07,-1.33E-13,0.1
-1.4444,2.11148E-07,-1.31E-13,0.1
-1.5556,1.98174E-07,-1.12E-13,0.1
-1.6667,1.85843E-07,-1.5E-13,0.1
-1.7778,1.74189E-07,-1.05E-13,0.1
-1.8889,1.63119E-07,-1.42E-13,0.1
-2,1.52546E-07,-1.21E-13,0.1
-2.111,1.42547E-07,4.7E-14,0.1
-2.222,1.33079E-07,-8.5E-14,0.1
-2.333,1.24134E-07,-2.08E-13,0.1
-2.444,1.15724E-07,-1.19E-13,0.1
-2.556,1.07612E-07,-1.61E-13,0.1
-2.667,1.001359E-07,-1.15E-13,0.1
-2.778,0.000000093,-1.28E-13,0.1
-2.889,8.63493E-08,-1.44E-13,0.1
-3,0.00000008,-1.45E-13,0.1
-3.111,7.41225E-08,-1.19E-13,0.1
-3.222,6.85897E-08,-1.48E-13,0.1
-3.333,6.33881E-08,-1.47E-13,0.1
-3.444,5.85448E-08,-1.47E-13,0.1
-3.556,0.000000054,-1.04E-13,0.1
-3.667,4.97283E-08,-1.44E-13,0.1
-3.778,4.57874E-08,-1.33E-13,0.1
-3.889,4.21129E-08,-1.06E-13,0.1
-4,3.86778E-08,-1.09E-13,0.1
-4.111,3.55103E-08,-1.31E-13,0.1
-4.222,3.25484E-08,-1.4E-13,0.1
-4.333,2.98176E-08,-7.1E-14,0.1
-4.444,2.7277E-08,-1.16E-13,0.1
-4.556,2.49127E-08,-3.55E-13,0.1
-4.667,2.27513E-08,-2.18E-13,0.1
-4.778,2.07514E-08,-1.79E-13,0.1
-4.889,1.8901E-08,-1.75E-13,0.1
-5,1.72047E-08,-1.76E-13,0.1
-5.111,1.56259E-08,-1.7E-13,0.1
-5.222,1.42013E-08,-1.33E-13,0.1
-5.333,1.28976E-08,-2.74E-13,0.1
-5.444,1.16939E-08,-1.65E-13,0.1
-5.556,1.05883E-08,-1.88E-13,0.1
-5.667,9.61821E-09,-1.07E-13,0.1
-5.778,8.68857E-09,-1.01E-13,0.1
-5.889,7.84583E-09,-2.21E-13,0.1
-6,7.08067E-09,-1.01E-13,0.1
-6.111,6.38325E-09,-1.76E-13,0.1
-6.222,5.75123E-09,-1.22E-13,0.1
-6.333,5.17684E-09,-1.64E-13,0.1
-6.444,4.65875E-09,-1.31E-13,0.1
-6.556,4.18456E-09,-1.91E-13,0.1
-6.667,3.75905E-09,-2.2E-13,0.1
-6.778,3.37474E-09,-1.85E-13,0.1
-6.889,0.000000003,-1.9E-13,0.1
-7,2.71775E-09,-1.85E-13,0.1
-7.111,2.43814E-09,-1.84E-13,0.1
-7.222,2.18318E-09,-1.78E-13,0.1
-7.333,0.000000002,-2.01E-13,0.1
-7.444,1.75009E-09,-2.12E-13,0.1
-7.556,1.56328E-09,-2.06E-13,0.1
-7.667,1.39787E-09,-1.88E-13,0.1
-7.778,1.25046E-09,-1.93E-13,0.1
-7.889,1.1198E-09,-2.1E-13,0.1
-8,0.000000001,-1.64E-13,0.1
-8.111,9.08025E-10,-1.58E-13,0.1
-8.222,8.16273E-10,-1.65E-13,0.1
-8.333,7.33598E-10,-1.61E-13,0.1
-8.444,6.5823E-10,-1.84E-13,0.1
-8.556,5.90026E-10,-1.9E-13,0.1
-8.667,5.29022E-10,-1.69E-13,0.1
-8.778,4.74655E-10,-1.69E-13,0.1
-8.889,4.25953E-10,-1.58E-13,0.1
-9,3.82293E-10,-1.8E-13,0.1
-9.111,3.43101E-10,-1.5E-13,0.1
-9.222,3.08008E-10,-1.75E-13,0.1
-9.333,2.76806E-10,-1.82E-13,0.1
-9.444,2.48938E-10,-1.93E-13,0.1
-9.556,2.23706E-10,-1.95E-13,0.1
-9.667,2.01639E-10,-2.08E-13,0.1
-9.778,1.81781E-10,-2.35E-13,0.1
-9.889,1.6435E-10,-2.52E-13,0.1
-10,1.48801E-10,-2.62E-13,0.1
Device ID,EDOP3_C2R8,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
-10,1.615E-10,-6.68E-13,0.1
-9.889,2.01135E-10,-3.74E-13,0.1
-9.778,2.34882E-10,-2.5E-13,0.1
-9.667,2.71036E-10,-1.98E-13,0.1
-9.556,3.11175E-10,-1.27E-13,0.1
-9.444,3.55992E-10,-1.08E-13,0.1
-9.333,4.0606E-10,-7.9E-14,0.1
-9.222,4.63753E-10,-5.5E-14,0.1
-9.111,5.27732E-10,-6E-14,0.1
-9,6.00613E-10,2.3E-14,0.1
-8.889,6.81528E-10,-3.2E-14,0.1
-8.778,7.73775E-10,-1.5E-14,0.1
-8.667,8.78124E-10,2.9E-14,0.1
-8.556,0.000000001,-2.4E-14,0.1
-8.444,1.1226E-09,-1.4E-14,0.1
-8.333,1.28037E-09,-6E-15,0.1
-8.222,1.45359E-09,1E-15,0.1
-8.111,1.64409E-09,1.6E-14,0.1
-8,1.85839E-09,2.2E-14,0.1
-7.889,2.09697E-09,2.1E-14,0.1
-7.778,2.36577E-09,2.8E-14,0.1
-7.667,2.66302E-09,1.5E-14,0.1
-7.556,0.000000003,1.8E-14,0.1
-7.444,3.37045E-09,3.2E-14,0.1
-7.333,3.78538E-09,2E-15,0.1
-7.222,4.25313E-09,3.5E-14,0.1
-7.111,4.76175E-09,2.7E-14,0.1
-7,5.3332E-09,4.5E-14,0.1
-6.889,0.000000006,4.3E-14,0.1
-6.778,6.66256E-09,4.3E-14,0.1
-6.667,7.44246E-09,3.7E-14,0.1
-6.556,8.29702E-09,2.5E-14,0.1
-6.444,9.25416E-09,2.8E-14,0.1
-6.333,1.029507E-08,4.2E-14,0.1
-6.222,1.14072E-08,4E-14,0.1
-6.111,1.26777E-08,2.3E-14,0.1
-6,1.40594E-08,3.7E-14,0.1
-5.889,1.55949E-08,-3E-15,0.1
-5.778,1.72577E-08,2.8E-14,0.1
-5.667,1.90757E-08,4E-14,0.1
-5.556,2.10759E-08,2.5E-14,0.1
-5.444,2.32461E-08,3.3E-14,0.1
-5.333,2.56346E-08,2.8E-14,0.1
-5.222,2.8201E-08,3.2E-14,0.1
-5.111,0.000000031,4E-14,0.1
-5,3.40556E-08,4.4E-14,0.1
-4.889,3.73482E-08,6E-14,0.1
-4.778,4.09201E-08,2.9E-14,0.1
-4.667,4.48204E-08,3.9E-14,0.1
-4.556,0.000000049,1.5E-14,0.1
-4.444,5.35281E-08,2.4E-14,0.1
-4.333,5.83495E-08,4.7E-14,0.1
-4.222,6.36031E-08,3.1E-14,0.1
-4.111,6.92319E-08,4.3E-14,0.1
-4,7.52717E-08,5.6E-14,0.1
-3.889,8.175E-08,4E-14,0.1
-3.778,8.86574E-08,2.9E-14,0.1
-3.667,9.61145E-08,4.1E-14,0.1
-3.556,1.040582E-07,3.8E-14,0.1
-3.444,1.125948E-07,2.1E-14,0.1
-3.333,1.215E-07,1.8E-14,0.1
-3.222,1.31181E-07,3.7E-14,0.1
-3.111,1.41437E-07,3.5E-14,0.1
-3,1.52283E-07,4.8E-14,0.1
-2.889,1.63774E-07,2.4E-14,0.1
-2.778,0.000000176,3.5E-14,0.1
-2.667,0.000000189,5.5E-14,0.1
-2.556,2.02741E-07,2.5E-14,0.1
-2.444,2.17444E-07,2.7E-14,0.1
-2.333,2.32766E-07,2.5E-14,0.1
-2.222,0.000000249,9E-15,0.1
-2.111,0.000000266,3.5E-14,0.1
-2,0.000000284,1.3E-14,0.1
-1.8889,3.02821E-07,2.5E-14,0.1
-1.7778,3.22587E-07,2.3E-14,0.1
-1.6667,3.43486E-07,3.5E-14,0.1
-1.5556,3.65318E-07,2.6E-14,0.1
-1.4444,3.88419E-07,2E-14,0.1
-1.3333,4.12353E-07,3E-14,0.1
-1.2222,4.3729E-07,2.6E-14,0.1
-1.1111,4.63415E-07,5.1E-14,0.1
-1,4.90767E-07,3.6E-14,0.1
-0.8889,5.19067E-07,3.8E-14,0.1
-0.7778,5.48645E-07,5.7E-14,0.1
-0.6667,5.79526E-07,3.1E-14,0.1
-0.5556,6.11522E-07,1.7E-14,0.1
-0.4444,6.44907E-07,2.3E-14,0.1
-0.3333,6.79225E-07,2.9E-14,0.1
-0.2222,7.14644E-07,1.5E-14,0.1
-0.1111,7.51554E-07,3.5E-14,0.1
0,7.89087E-07,3.8E-14,0.1
0.1111,8.28293E-07,3.5E-14,0.1
0.2222,8.68667E-07,3.4E-14,0.1
0.3333,9.10257E-07,2.3E-14,0.1
0.4444,9.5289E-07,4.3E-14,0.1
0.5556,9.97238E-07,3.7E-14,0.1
0.6667,1.042131E-06,1.9E-14,0.1
0.7778,1.088475E-06,3.5E-14,0.1
0.8889,1.13569E-06,3.2E-14,0.1
1,0.000001183,3E-14,0.1
1.1111,1.23288E-06,2.3E-14,0.1
1.2222,1.2831E-06,4.1E-14,0.1
1.3333,1.33448E-06,2.2E-14,0.1
1.4444,1.38666E-06,2.1E-14,0.1
1.5556,1.44054E-06,4.7E-14,0.1
1.6667,1.4945E-06,5.2E-14,0.1
1.7778,1.54928E-06,1.78E-13,0.1
1.8889,1.60563E-06,8E-14,0.1
2,1.66236E-06,-1.81E-13,0.1
2.111,1.71987E-06,-3.6E-14,0.1
2.222,1.77831E-06,6.4E-14,0.1
2.333,1.83706E-06,2.6E-14,0.1
2.444,1.89749E-06,2.21E-13,0.1
2.556,1.95864E-06,2.51E-13,0.1
2.667,2.02014E-06,3.6E-14,0.1
2.778,2.0818E-06,-5.7E-14,0.1
2.889,2.1447E-06,-1.01E-13,0.1
3,2.20768E-06,3E-15,0.1
3.111,2.27122E-06,2.5E-14,0.1
3.222,2.33576E-06,3.4E-14,0.1
3.333,2.40046E-06,3.9E-14,0.1
3.444,2.46607E-06,2.2E-14,0.1
3.556,2.53211E-06,5.5E-14,0.1
3.667,2.59812E-06,4.9E-14,0.1
3.778,2.66481E-06,5E-14,0.1
3.889,2.73176E-06,5E-14,0.1
4,2.79955E-06,5.7E-14,0.1
4.111,2.86724E-06,3.4E-14,0.1
4.222,2.93507E-06,6.8E-14,0.1
4.333,3.00325E-06,4.8E-14,0.1
4.444,3.07273E-06,4E-14,0.1
4.556,3.14281E-06,5.1E-14,0.1
4.667,3.21161E-06,8.1E-14,0.1
4.778,3.28112E-06,7.9E-14,0.1
4.889,3.35076E-06,8E-14,0.1
5,3.4206E-06,7.3E-14,0.1
5.111,3.49061E-06,8E-14,0.1
5.222,3.56009E-06,4E-14,0.1
5.333,3.63075E-06,8.2E-14,0.1
5.444,0.000003701,7.8E-14,0.1
5.556,3.77172E-06,7.2E-14,0.1
5.667,3.8423E-06,8.4E-14,0.1
5.778,3.91193E-06,7.1E-14,0.1
5.889,3.98187E-06,8E-14,0.1
6,4.05134E-06,7.9E-14,0.1
6.111,4.12134E-06,4.3E-14,0.1
6.222,4.19066E-06,6.2E-14,0.1
6.333,4.2612E-06,8.7E-14,0.1
6.444,4.32981E-06,1.02E-13,0.1
6.556,4.40013E-06,7.3E-14,0.1
6.667,0.00000447,8.5E-14,0.1
6.778,4.53781E-06,9.9E-14,0.1
6.889,0.000004605,1.18E-13,0.1
7,4.67346E-06,9.9E-14,0.1
7.111,4.74148E-06,9E-14,0.1
7.222,4.80891E-06,1.03E-13,0.1
7.333,4.87564E-06,7.9E-14,0.1
7.444,4.94277E-06,1.04E-13,0.1
7.556,5.01031E-06,1.01E-13,0.1
7.667,0.000005077,1.09E-13,0.1
7.778,5.14284E-06,1.09E-13,0.1
7.889,5.20689E-06,1.37E-13,0.1
8,5.27054E-06,6.8E-14,0.1
8.111,5.33584E-06,1.34E-13,0.1
8.222,5.39839E-06,1.23E-13,0.1
8.333,5.46164E-06,1.37E-13,0.1
8.444,5.52358E-06,1.18E-13,0.1
8.556,0.000005587,1.14E-13,0.1
8.667,5.64894E-06,1.02E-13,0.1
8.778,5.70965E-06,1.23E-13,0.1
8.889,5.76953E-06,1.25E-13,0.1
9,5.82943E-06,1.29E-13,0.1
9.111,5.88826E-06,1.32E-13,0.1
9.222,0.000005947,1.43E-13,0.1
9.333,0.000006005,1.64E-13,0.1
9.444,6.0612E-06,1.48E-13,0.1
9.556,6.11724E-06,1.16E-13,0.1
9.667,6.1717E-06,1.61E-13,0.1
9.778,0.000006227,1.62E-13,0.1
9.889,6.28185E-06,1.71E-13,0.1
10,6.33423E-06,1.65E-13,0.1
10,6.30455E-06,1.35E-13,0.1
9.889,6.18888E-06,6E-14,0.1
9.778,6.08356E-06,2.1E-14,0.1
9.667,5.98551E-06,2.3E-14,0.1
9.556,5.89035E-06,-3E-14,0.1
9.444,5.79567E-06,2E-14,0.1
9.333,0.000005705,-3.5E-14,0.1
9.222,0.000005616,-4E-14,0.1
9.111,5.5278E-06,-2.1E-14,0.1
9,5.44054E-06,-3.5E-14,0.1
8.889,5.35319E-06,2E-15,0.1
8.778,5.26772E-06,-1E-13,0.1
8.667,5.18168E-06,-6.1E-14,0.1
8.556,5.09656E-06,-5.3E-14,0.1
8.444,5.01186E-06,-6.1E-14,0.1
8.333,4.92759E-06,-6.7E-14,0.1
8.222,4.84291E-06,-5.9E-14,0.1
8.111,4.76024E-06,-7.3E-14,0.1
8,4.67781E-06,-7.5E-14,0.1
7.889,4.59508E-06,-7.1E-14,0.1
7.778,4.51286E-06,-4.3E-14,0.1
7.667,4.43126E-06,-6.7E-14,0.1
7.556,4.35046E-06,-7.2E-14,0.1
7.444,4.26933E-06,-7.6E-14,0.1
7.333,0.000004189,-8.5E-14,0.1
7.222,4.1081E-06,-7.8E-14,0.1
7.111,0.000004028,-5E-14,0.1
7,3.94907E-06,-6.8E-14,0.1
6.889,3.87071E-06,-5E-14,0.1
6.778,3.79335E-06,-6.7E-14,0.1
6.667,3.71515E-06,-5.7E-14,0.1
6.556,3.63719E-06,-8.2E-14,0.1
6.444,3.55958E-06,-8.6E-14,0.1
6.333,3.4828E-06,-8.5E-14,0.1
6.222,3.40766E-06,-6.7E-14,0.1
6.111,3.33346E-06,-6.2E-14,0.1
6,3.25866E-06,-9.6E-14,0.1
5.889,3.1843E-06,-6.6E-14,0.1
5.778,3.11031E-06,-7.3E-14,0.1
5.667,3.03794E-06,-6.7E-14,0.1
5.556,2.96577E-06,-6.9E-14,0.1
5.444,2.89309E-06,-7.6E-14,0.1
5.333,2.82227E-06,-9.7E-14,0.1
5.222,2.75206E-06,-7.7E-14,0.1
5.111,2.68233E-06,-6.8E-14,0.1
5,2.61333E-06,-7E-14,0.1
4.889,2.54469E-06,-6.5E-14,0.1
4.778,0.000002477,-5.2E-14,0.1
4.667,2.40991E-06,-6.4E-14,0.1
4.556,2.34387E-06,-8.5E-14,0.1
4.444,2.27784E-06,-8.7E-14,0.1
4.333,0.000002213,-8.6E-14,0.1
4.222,2.14958E-06,-8.4E-14,0.1
4.111,2.08736E-06,-7.9E-14,0.1
4,2.02519E-06,-6.4E-14,0.1
3.889,1.96436E-06,-8.9E-14,0.1
3.778,1.90371E-06,-7.6E-14,0.1
3.667,1.84376E-06,-7.1E-14,0.1
3.556,1.78548E-06,-7.8E-14,0.1
3.444,1.72729E-06,-8.4E-14,0.1
3.333,1.67088E-06,-7.7E-14,0.1
3.222,1.61489E-06,-8.9E-14,0.1
3.111,1.56016E-06,-8.4E-14,0.1
3,1.50624E-06,-9.4E-14,0.1
2.889,1.45332E-06,-9.2E-14,0.1
2.778,1.40145E-06,-7.2E-14,0.1
2.667,1.35061E-06,-8.8E-14,0.1
2.556,1.30028E-06,-9.1E-14,0.1
2.444,1.25112E-06,-9.5E-14,0.1
2.333,0.000001203,-9.5E-14,0.1
2.222,1.15626E-06,-4.1E-14,0.1
2.111,1.11014E-06,-9.9E-14,0.1
2,1.06537E-06,-1.41E-13,0.1
1.8889,1.02175E-06,-1.13E-13,0.1
1.7778,9.79476E-07,-6.3E-14,0.1
1.6667,9.37902E-07,-7.2E-14,0.1
1.5556,8.9738E-07,-9.7E-14,0.1
1.4444,8.5756E-07,-8.3E-14,0.1
1.3333,8.19246E-07,-1.12E-13,0.1
1.2222,7.81943E-07,-9.9E-14,0.1
1.1111,7.45802E-07,-1.26E-13,0.1
1,7.10648E-07,-1.02E-13,0.1
0.8889,6.76551E-07,-8.2E-14,0.1
0.7778,6.43635E-07,-7.1E-14,0.1
0.6667,6.11765E-07,-9.8E-14,0.1
0.5556,5.81057E-07,-7.8E-14,0.1
0.4444,5.51114E-07,-7.3E-14,0.1
0.3333,5.22333E-07,-9.5E-14,0.1
0.2222,4.94817E-07,-8.7E-14,0.1
0.1111,4.68372E-07,-9.9E-14,0.1
0,4.42856E-07,-7.8E-14,0.1
-0.1111,4.18619E-07,-7.1E-14,0.1
-0.2222,0.000000395,-1.26E-13,0.1
-0.3333,3.72553E-07,-9.7E-14,0.1
-0.4444,0.000000351,-8.4E-14,0.1
-0.5556,3.30166E-07,-8E-14,0.1
-0.6667,3.10456E-07,-7.2E-14,0.1
-0.7778,2.91666E-07,-1.17E-13,0.1
-0.8889,2.73891E-07,-1.08E-13,0.1
-1,2.5681E-07,-1.03E-13,0.1
-1.1111,2.40623E-07,-1.06E-13,0.1
-1.2222,2.25231E-07,-9.5E-14,0.1
-1.3333,2.10603E-07,-8.5E-14,0.1
-1.4444,1.96781E-07,-9.9E-14,0.1
-1.5556,1.83552E-07,-7.3E-14,0.1
-1.6667,1.71142E-07,-1.19E-13,0.1
-1.7778,1.59443E-07,-7.6E-14,0.1
-1.8889,1.48395E-07,-8.6E-14,0.1
-2,0.000000138,-1.15E-13,0.1
-2.111,1.28211E-07,-8.3E-14,0.1
-2.222,1.18903E-07,-8.7E-14,0.1
-2.333,1.10252E-07,-5.3E-14,0.1
-2.444,1.02101E-07,-1.17E-13,0.1
-2.556,9.43742E-08,-8.5E-14,0.1
-2.667,8.71957E-08,-1.15E-13,0.1
-2.778,8.05266E-08,-9.3E-14,0.1
-2.889,7.42238E-08,-1.06E-13,0.1
-3,6.83569E-08,-1.08E-13,0.1
-3.111,6.29417E-08,-1.11E-13,0.1
-3.222,5.7836E-08,-1.25E-13,0.1
-3.333,5.30953E-08,-1.28E-13,0.1
-3.444,4.8698E-08,-1.27E-13,0.1
-3.556,4.45901E-08,-8.3E-14,0.1
-3.667,4.08197E-08,-1.17E-13,0.1
-3.778,3.73348E-08,-9.3E-14,0.1
-3.889,3.41226E-08,-1.07E-13,0.1
-4,3.11367E-08,-1.53E-13,0.1
-4.111,2.83789E-08,-1.02E-13,0.1
-4.222,2.58466E-08,-1.3E-13,0.1
-4.333,2.35362E-08,-1.17E-13,0.1
-4.444,2.14021E-08,-1.1E-13,0.1
